sample_dir,prompt_label,prompt_tokens,layer,kind,rank,token_index,energy
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,5,167,0.2720947265625
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,6,78,0.2704049348831177
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,7,72,0.2681138515472412
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,8,7,0.26688215136528015
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,9,1,0.26584896445274353
data/cache_samples/short_407tok_20260427_233254,short,407,3,value,10,311,0.2656679153442383
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,1,383,3.032925844192505
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,2,287,3.0307908058166504
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,3,335,3.027331590652466
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,4,398,3.01639986038208
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,5,302,3.0135293006896973
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,6,386,3.010380506515503
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,7,254,3.0097036361694336
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,8,297,3.0049476623535156
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,9,290,3.003380060195923
data/cache_samples/short_407tok_20260427_233254,short,407,4,key,10,393,3.003227949142456
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,1,83,0.274987131357193
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,2,3,0.27162331342697144
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,3,213,0.2702386677265167
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,4,2,0.2682251036167145
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,5,29,0.26816460490226746
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,6,309,0.2678329348564148
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,7,131,0.2671877145767212
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,8,67,0.26563042402267456
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,9,8,0.26511073112487793
data/cache_samples/short_407tok_20260427_233254,short,407,4,value,10,7,0.2645000219345093
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,1,388,3.1555585861206055
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,2,340,3.148921251296997
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,3,292,3.1480138301849365
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,4,196,3.137544870376587
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,5,244,3.1301684379577637
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,6,148,3.1060357093811035
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,7,100,3.0835230350494385
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,8,286,3.065333127975464
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,9,382,3.0589840412139893
data/cache_samples/short_407tok_20260427_233254,short,407,5,key,10,387,3.05257248878479
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,1,105,0.30081021785736084
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,2,113,0.2972734570503235
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,3,65,0.2971278429031372
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,4,153,0.2960619628429413
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,5,109,0.2957095205783844
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,6,93,0.29537034034729004
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,7,141,0.29445287585258484
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,8,100,0.2941770553588867
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,9,157,0.29393231868743896
data/cache_samples/short_407tok_20260427_233254,short,407,5,value,10,126,0.2936246693134308
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,1,387,3.295320510864258
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,2,388,3.271618366241455
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,3,291,3.270472288131714
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,4,339,3.261559009552002
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,5,292,3.252786159515381
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,6,340,3.243558168411255
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,7,392,3.236334800720215
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,8,244,3.228573799133301
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,9,276,3.2168073654174805
data/cache_samples/short_407tok_20260427_233254,short,407,6,key,10,296,3.213608503341675
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,1,82,0.3547089695930481
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,2,79,0.3440101146697998
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,3,91,0.34176743030548096
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,4,130,0.3407799005508423
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,5,94,0.34034907817840576
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,6,190,0.3396041691303253
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,7,238,0.3377532660961151
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,8,88,0.3370918333530426
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,9,286,0.3365694582462311
data/cache_samples/short_407tok_20260427_233254,short,407,6,value,10,142,0.33646345138549805
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,1,387,2.880039691925049
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,2,345,2.86746883392334
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,3,393,2.8519532680511475
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,4,339,2.847266912460327
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,5,391,2.845827341079712
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,6,243,2.837733745574951
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,7,291,2.833265542984009
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,8,249,2.8310859203338623
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,9,343,2.828273057937622
data/cache_samples/short_407tok_20260427_233254,short,407,7,key,10,247,2.826948642730713
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,1,117,0.4186519980430603
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,2,83,0.41591066122055054
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,3,165,0.41436776518821716
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,4,213,0.3988533616065979
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,5,261,0.391905814409256
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,6,214,0.38122043013572693
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,7,309,0.3806571960449219
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,8,357,0.3785979449748993
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,9,358,0.37837350368499756
data/cache_samples/short_407tok_20260427_233254,short,407,7,value,10,131,0.37726739048957825
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,1,387,3.3122098445892334
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,2,388,3.2846693992614746
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,3,291,3.2783865928649902
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,4,196,3.275954246520996
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,5,292,3.26686429977417
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,6,243,3.2660040855407715
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,7,339,3.265272378921509
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,8,195,3.259965181350708
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,9,340,3.241210699081421
data/cache_samples/short_407tok_20260427_233254,short,407,8,key,10,244,3.2211790084838867
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,1,82,0.3598552346229553
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,2,118,0.35860371589660645
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,3,161,0.3539638817310333
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,4,113,0.35121092200279236
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,5,117,0.34597498178482056
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,6,65,0.3449372351169586
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,7,264,0.343284547328949
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,8,165,0.3418213129043579
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,9,66,0.3415023982524872
data/cache_samples/short_407tok_20260427_233254,short,407,8,value,10,216,0.34040573239326477
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,1,395,3.0490992069244385
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,2,387,3.038653612136841
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,3,389,3.0326988697052
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,4,228,3.029965400695801
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,5,251,3.029355525970459
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,6,291,3.0281388759613037
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,7,196,3.0248172283172607
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,8,347,3.023695468902588
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,9,299,3.0196824073791504
data/cache_samples/short_407tok_20260427_233254,short,407,9,key,10,392,3.018944263458252
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,1,108,0.34151068329811096
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,2,156,0.33161333203315735
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,3,76,0.32780081033706665
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,4,204,0.32394036650657654
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,5,115,0.32211390137672424
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,6,81,0.31965088844299316
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,7,128,0.31781432032585144
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,8,82,0.31677988171577454
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,9,79,0.31664836406707764
data/cache_samples/short_407tok_20260427_233254,short,407,9,value,10,88,0.31654003262519836
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,1,387,2.9726502895355225
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,2,388,2.947214126586914
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,3,196,2.9464986324310303
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,4,291,2.9305691719055176
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,5,292,2.920642375946045
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,6,340,2.910552501678467
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,7,339,2.9084227085113525
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,8,384,2.9041523933410645
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,9,195,2.897347927093506
data/cache_samples/short_407tok_20260427_233254,short,407,10,key,10,385,2.8841707706451416
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,1,94,0.3672747313976288
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,2,82,0.36505743861198425
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,3,106,0.3639592230319977
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,4,154,0.3629235029220581
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,5,202,0.3594895601272583
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,6,11,0.3587184250354767
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,7,51,0.35784539580345154
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,8,90,0.3577406108379364
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,9,67,0.3574911057949066
data/cache_samples/short_407tok_20260427_233254,short,407,10,value,10,81,0.35556095838546753
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,1,289,3.347655773162842
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,2,385,3.333097457885742
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,3,241,3.286303758621216
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,4,193,3.2834835052490234
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,5,305,3.281836986541748
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,6,199,3.277653694152832
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,7,196,3.276357650756836
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,8,209,3.2669689655303955
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,9,292,3.2625083923339844
data/cache_samples/short_407tok_20260427_233254,short,407,11,key,10,337,3.259166717529297
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,1,39,0.3579714894294739
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,2,81,0.3427394926548004
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,3,33,0.3413489758968353
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,4,11,0.33575883507728577
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,5,8,0.334442675113678
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,6,17,0.3335401713848114
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,7,29,0.33301669359207153
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,8,177,0.331735223531723
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,9,87,0.3309191167354584
data/cache_samples/short_407tok_20260427_233254,short,407,11,value,10,54,0.3308323919773102
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,1,387,3.057210683822632
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,2,291,3.0542619228363037
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,3,385,3.027521848678589
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,4,195,3.0254428386688232
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,5,289,3.0156822204589844
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,6,386,3.013298988342285
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,7,196,3.0106282234191895
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,8,392,3.004345178604126
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,9,292,3.002350330352783
data/cache_samples/short_407tok_20260427_233254,short,407,12,key,10,288,3.0000641345977783
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,1,263,0.3491787314414978
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,2,31,0.3455303907394409
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,3,8,0.34497523307800293
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,4,13,0.3422854244709015
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,5,12,0.3422279357910156
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,6,108,0.3416667878627777
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,7,39,0.3402157723903656
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,8,38,0.33607280254364014
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,9,54,0.33607208728790283
data/cache_samples/short_407tok_20260427_233254,short,407,12,value,10,167,0.3346336781978607
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,1,386,3.1800999641418457
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,2,385,3.124178409576416
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,3,289,3.1037724018096924
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,4,377,3.0984385013580322
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,5,362,3.0927624702453613
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,6,305,3.0862298011779785
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,7,389,3.0826799869537354
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,8,290,3.0822412967681885
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,9,383,3.082205057144165
data/cache_samples/short_407tok_20260427_233254,short,407,13,key,10,196,3.081909656524658
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,1,67,0.4798550009727478
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,2,48,0.4601705074310303
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,3,115,0.45392462611198425
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,4,42,0.4496270418167114
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,5,45,0.44802960753440857
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,6,93,0.44752249121665955
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,7,28,0.442702054977417
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,8,51,0.44270017743110657
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,9,12,0.43960946798324585
data/cache_samples/short_407tok_20260427_233254,short,407,13,value,10,163,0.43674221634864807
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,1,388,3.159156322479248
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,2,292,3.1536765098571777
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,3,385,3.1228368282318115
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,4,387,3.121377944946289
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,5,291,3.1003825664520264
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,6,340,3.0870132446289062
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,7,196,3.0868401527404785
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,8,289,3.078556776046753
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,9,384,3.058762550354004
data/cache_samples/short_407tok_20260427_233254,short,407,14,key,10,288,3.0506179332733154
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,1,48,0.867496132850647
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,2,6,0.866301417350769
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,3,57,0.8508455157279968
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,4,8,0.8341532349586487
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,5,105,0.8202044367790222
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,6,96,0.8148895502090454
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,7,42,0.8134341239929199
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,8,108,0.8044257164001465
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,9,62,0.8019528985023499
data/cache_samples/short_407tok_20260427_233254,short,407,14,value,10,54,0.7879378199577332
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,1,387,3.174175977706909
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,2,291,3.15354585647583
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,3,399,3.099273204803467
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,4,195,3.097463846206665
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,5,243,3.09076189994812
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,6,339,3.089298963546753
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,7,207,3.0730764865875244
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,8,303,3.063800096511841
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,9,292,3.0637736320495605
data/cache_samples/short_407tok_20260427_233254,short,407,15,key,10,388,3.0479702949523926
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,1,48,0.8385751843452454
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,2,63,0.8309880495071411
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,3,57,0.8140305280685425
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,4,54,0.8013087511062622
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,5,62,0.7885065078735352
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,6,6,0.7882145643234253
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,7,105,0.7856191396713257
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,8,110,0.7838799953460693
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,9,115,0.7809586524963379
data/cache_samples/short_407tok_20260427_233254,short,407,15,value,10,108,0.7797148823738098
